#,#CBRO,Categoria,Nome do táxon (com autoria),Nome do táxon (sem autoria),Autoria,Data,Totais,Ordem,Subordem,Infraordem,Parvordem,Superfamília,Família,Subfamília,Gênero,Espécie,Subespécie,Nome em Português,English Name,Status,Notas (português),Notes (English)
1701,CBRO#1665,Espécie,"Pteroglossus mariae Gould, 1854",Pteroglossus mariae,Gould,1854,,Piciformes,,,,,Ramphastidae,,Pteroglossus,mariae,,araçari-de-bico-marrom,Brown-mandibled Aracari,BR,"Frequentemente tratada como subespécie de P. azara, mas dados morfológicos (Haffer 1974) e moleculares (Patel et al. 2011) apoiam seu reconhecimento como uma espécie evolucionária distinta.","Often treated as a subspecies of P. azara, but morphological (Haffer 1974) and molecular data (Patel et al. 2011) support its recognition as a separate evolutionary species."
1702,CBRO#1674,Espécie,"Pteroglossus beauharnaisii Wagler, 1831",Pteroglossus beauharnaisii,Wagler,1831,,Piciformes,,,,,Ramphastidae,,Pteroglossus,beauharnaisii,,araçari-mulato,Curl-crested Aracari,BR,Wright (2015) e David et al. (2020) apresentaram argumentos para corrigir a grafia e a data de publicação original do nome.,Wright (2015) and David et al. (2020) showed evidence supporting the correction of the original spelling and date of publication of this species name.
1703,CBRO#1659,Espécie,"Pteroglossus bitorquatus Vigors, 1826",Pteroglossus bitorquatus,Vigors,1826,3,Piciformes,,,,,Ramphastidae,,Pteroglossus,bitorquatus,,araçari-de-pescoço-vermelho,Red-necked Aracari,BR,,
1704,CBRO#1660,Subespécie,"Pteroglossus bitorquatus sturmii Natterer, 1843",Pteroglossus bitorquatus sturmii,Natterer,1843,,Piciformes,,,,,Ramphastidae,,Pteroglossus,bitorquatus,sturmii,,,,,
1705,CBRO#1661,Subespécie,"Pteroglossus bitorquatus reichenowi Snethlage, 1907",Pteroglossus bitorquatus reichenowi,Snethlage,1907,,Piciformes,,,,,Ramphastidae,,Pteroglossus,bitorquatus,reichenowi,,,,,
1706,CBRO#1662,Subespécie,"Pteroglossus bitorquatus bitorquatus Vigors, 1826",Pteroglossus bitorquatus bitorquatus,Vigors,1826,,Piciformes,,,,,Ramphastidae,,Pteroglossus,bitorquatus,bitorquatus,,,,,
1707,CBRO#1675,Família,"Picidae Leach, 1820",Picidae,Leach,1820,57,Piciformes,,,,,Picidae,,,,,,,,,
1708,CBRO#4953,Subfamília,"Picumninae Gray, 1840",Picumninae,Gray,1840,19,Piciformes,,,,,Picidae,Picumninae,,,,,,,,
1709,CBRO#1676,Gênero,"Picumnus Temminck, 1825",Picumnus,Temminck,1825,19,Piciformes,,,,,Picidae,Picumninae,Picumnus,,,,,,,
1710,CBRO#1677,Espécie,"Picumnus aurifrons Pelzeln, 1870",Picumnus aurifrons,Pelzeln,1870,7,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,,picapauzinho-dourado,Bar-breasted Piculet,BR,"Subespécies borbae e juruanus (com estrias vermelhas na fronte) por vezes tratadas como espécie distinta, sob o nome P. borbae (Winkler & Christie 2002).",Subspecies borbae and juruanus (with forehead streaked red) sometimes treated as a separate species under the name P. borbae (Winkler and Christie 2002).
1711,CBRO#1678,Subespécie,"Picumnus aurifrons aurifrons Pelzeln, 1870",Picumnus aurifrons aurifrons,Pelzeln,1870,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,aurifrons,,,,,
1712,CBRO#1679,Subespécie,"Picumnus aurifrons transfasciatus Hellmayr & Gyldenstolpe, 1937",Picumnus aurifrons transfasciatus,Hellmayr & Gyldenstolpe,1937,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,transfasciatus,,,,,
1713,CBRO#1680,Subespécie,"Picumnus aurifrons borbae Pelzeln, 1870",Picumnus aurifrons borbae,Pelzeln,1870,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,borbae,,,,,
1714,CBRO#1681,Subespécie,"Picumnus aurifrons wallacii Hargitt, 1889",Picumnus aurifrons wallacii,Hargitt,1889,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,wallacii,,,,,
1715,CBRO#1682,Subespécie,"Picumnus aurifrons purusianus Todd, 1946",Picumnus aurifrons purusianus,Todd,1946,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,purusianus,,,,,
1716,CBRO#1683,Subespécie,"Picumnus aurifrons flavifrons Hargitt, 1889",Picumnus aurifrons flavifrons,Hargitt,1889,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,flavifrons,,,,,
1717,CBRO#1684,Subespécie,"Picumnus aurifrons juruanus Gyldenstolpe, 1941",Picumnus aurifrons juruanus,Gyldenstolpe,1941,,Piciformes,,,,,Picidae,Picumninae,Picumnus,aurifrons,juruanus,,,,,
1718,CBRO#1685,Espécie,"Picumnus pumilus Cabanis & Heine, 1863",Picumnus pumilus,Cabanis & Heine,1863,,Piciformes,,,,,Picidae,Picumninae,Picumnus,pumilus,,picapauzinho-do-orinoco,Orinoco Piculet,BR#,"Às vezes tratada como subespécie de P. lafresnayi, mas ambas são simpátricas no sudesde da Colômbia (Winkler & Christie 2002).","Sometimes treated as a subspecies of Picumnus lafresnayi, but both are sympatric in southeastern Colombia (Winker and Christie 2002)."
1719,CBRO#1686,Espécie,"Picumnus lafresnayi Malherbe, 1862",Picumnus lafresnayi,Malherbe,1862,1,Piciformes,,,,,Picidae,Picumninae,Picumnus,lafresnayi,,picapauzinho-do-amazonas,Lafresnaye's Piculet,BR,Anteriormente tratada como coespecífica de P. pumilus (Winkler & Christie 2002).,Formerly treated as conspecific with P. pumilus (Winker and Christie 2002).
1720,CBRO#1687,Subespécie,"Picumnus lafresnayi pusillus Pinto, 1936",Picumnus lafresnayi pusillus,Pinto,1936,,Piciformes,,,,,Picidae,Picumninae,Picumnus,lafresnayi,pusillus,,,,,
1721,CBRO#1688,Espécie,"Picumnus undulatus Hargitt, 1889",Picumnus undulatus,Hargitt,1889,,Piciformes,,,,,Picidae,Picumninae,Picumnus,undulatus,,picapauzinho-ondulado,Undulated Piculet,BR,"Antes tratada como subespécie de P. exilis, mas constitui um táxon plenamente diagnosticável e sem intergradação com os vizinhos P. buffoni e P. obsoletus, o último ocorrendo apenas na Venezuela (Rêgo et al. 2014).","Formerly regarded as a subspecies of P. exilis, but shown to constitute a taxon with diagnostic characters and no apparent hybridization with neighboring P. buffonii and P. obsoletus, the latter occurring only in Venezuela (Rêgo et al. 2014)."
1722,CBRO#1689,Espécie,"Picumnus buffonii Lafresnaye, 1845",Picumnus buffonii,Lafresnaye,1845,,Piciformes,,,,,Picidae,Picumninae,Picumnus,buffonii,,picapauzinho-de-costas-pintadas,Buffon's Piculet,BR,"Antes tratada como subespécie de P. exilis, mas constitui um táxon plenamente diagnosticável e sem intergradação com P. undatus (Rêgo et al. 2014).","Formerly regarded as a subspecies of P. exilis, but shown to constitute a taxon with diagnostic characters and no apparent hybridization with neighboring P. undulatus (Rêgo et al. 2014)."
1723,CBRO#1690,Espécie,"Picumnus pernambucensis Zimmer, 1947",Picumnus pernambucensis,Zimmer,1947,,Piciformes,,,,,Picidae,Picumninae,Picumnus,pernambucensis,,picapauzinho-de-pernambuco,Pernambuco Piculet,"BR, En","Antes tratada como subespécie de P. exilis, mas constitui um táxon plenamente diagnosticável e sem intergradação com o vizinho P. exilis (Rêgo et al. 2014).","Formerly regarded as a subspecies of P. exilis, but shown to constitute a taxon with diagnostic characters and no apparent hybridization with the neighboring P. exilis (Rêgo et al. 2014)."
1724,CBRO#1691,Espécie,"Picumnus exilis (Lichtenstein, 1823)",Picumnus exilis,Lichtenstein,1823,,Piciformes,,,,,Picidae,Picumninae,Picumnus,exilis,,picapauzinho-de-pintas-amarelas,Bahia Piculet,"BR, En","Antes tratada como espécie politípica, mas foi separada em cinco distintas espécies filogenéticas (e possivelmente biológicas) por Rêgo et al. (2014).",Formerly regarded as a polytypic species but split into five separate phylogenetic (and possibly biological) species by Rêgo et al. (2014).
1725,CBRO#1692,Espécie,"Picumnus spilogaster Sundevall, 1866",Picumnus spilogaster,Sundevall,1866,2,Piciformes,,,,,Picidae,Picumninae,Picumnus,spilogaster,,picapauzinho-de-pescoço-branco,White-bellied Piculet,BR,,
1726,CBRO#1693,Subespécie,"Picumnus spilogaster spilogaster Sundevall, 1866",Picumnus spilogaster spilogaster,Sundevall,1866,,Piciformes,,,,,Picidae,Picumninae,Picumnus,spilogaster,spilogaster,,,,,
1727,CBRO#1694,Subespécie,"Picumnus spilogaster pallidus Snethlage, 1924",Picumnus spilogaster pallidus,Snethlage,1924,,Piciformes,,,,,Picidae,Picumninae,Picumnus,spilogaster,pallidus,,,,,
1728,CBRO#1712,Espécie,"Picumnus limae Snethlage, 1924",Picumnus limae,Snethlage,1924,,Piciformes,,,,,Picidae,Picumninae,Picumnus,limae,,picapauzinho-da-caatinga,Ochraceous Piculet,"BR, En","Lima et al. (2020) mostraram que Picumnus fulvescens Stager, 1961 não é diagnosticável em relação a P. limae por quaisquer caracteres morfológicos ou vocais, recomendando sua sinonimização com P. limae.","Lima et al. (2020) showed that Picumnus fulvescens Stager, 1961 is not diagnosable from P. limae by morphology or voice, recommending its synonymization with P. limae."
1729,CBRO#1695,Espécie,"Picumnus pygmaeus (Lichtenstein, 1823)",Picumnus pygmaeus,Lichtenstein,1823,,Piciformes,,,,,Picidae,Picumninae,Picumnus,pygmaeus,,picapauzinho-pintado,Spotted Piculet,"BR, En",,
1730,CBRO#1696,Espécie,"Picumnus varzeae Snethlage, 1912",Picumnus varzeae,Snethlage,1912,,Piciformes,,,,,Picidae,Picumninae,Picumnus,varzeae,,picapauzinho-da-várzea,Varzea Piculet,"BR, En",,
1731,CBRO#1697,Espécie,"Picumnus cirratus Temminck, 1825",Picumnus cirratus,Temminck,1825,4,Piciformes,,,,,Picidae,Picumninae,Picumnus,cirratus,,picapauzinho-barrado,White-barred Piculet,BR,,
1732,CBRO#1698,Subespécie,"Picumnus cirratus macconnelli Sharpe, 1901",Picumnus cirratus macconnelli,Sharpe,1901,,Piciformes,,,,,Picidae,Picumninae,Picumnus,cirratus,macconnelli,,,,,
1733,CBRO#1699,Subespécie,"Picumnus cirratus confusus Kinnear, 1927",Picumnus cirratus confusus,Kinnear,1927,,Piciformes,,,,,Picidae,Picumninae,Picumnus,cirratus,confusus,,,,,
1734,CBRO#1700,Subespécie,"Picumnus cirratus cirratus Temminck, 1825",Picumnus cirratus cirratus,Temminck,1825,,Piciformes,,,,,Picidae,Picumninae,Picumnus,cirratus,cirratus,,,,,
1735,CBRO#1701,Subespécie,"Picumnus cirratus pilcomayensis Hargitt, 1891",Picumnus cirratus pilcomayensis,Hargitt,1891,,Piciformes,,,,,Picidae,Picumninae,Picumnus,cirratus,pilcomayensis,,,,,
1736,CBRO#1702,Espécie,"Picumnus temminckii Lafresnaye, 1845",Picumnus temminckii,Lafresnaye,1845,,Piciformes,,,,,Picidae,Picumninae,Picumnus,temminckii,,picapauzinho-de-coleira,Ochre-collared Piculet,BR,,
1737,CBRO#1703,Espécie,"Picumnus albosquamatus d'Orbigny, 1840",Picumnus albosquamatus,d'Orbigny,1840,3,Piciformes,,,,,Picidae,Picumninae,Picumnus,albosquamatus,,picapauzinho-escamoso,White-wedged Piculet,BR,,
1738,CBRO#1704,Subespécie,"Picumnus albosquamatus albosquamatus d'Orbigny, 1840",Picumnus albosquamatus albosquamatus,d'Orbigny,1840,,Piciformes,,,,,Picidae,Picumninae,Picumnus,albosquamatus,albosquamatus,,,,,
1739,CBRO#1705,Subespécie,"Picumnus albosquamatus guttifer Sundevall, 1866",Picumnus albosquamatus guttifer,Sundevall,1866,,Piciformes,,,,,Picidae,Picumninae,Picumnus,albosquamatus,guttifer,,,,"Às vezes tratada como espécie separada, mas supõe-se que intergrade com a forma nominal (Winkler & Christie 2002).","Sometimes treated as a separate species, but thought to intergrade with the nominate form (Winkler and Christie 2002)."
1740,CBRO#1706,Subespécie,"Picumnus albosquamatus corumbanus Lima, 1920",Picumnus albosquamatus corumbanus,Lima,1920,,Piciformes,,,,,Picidae,Picumninae,Picumnus,albosquamatus,corumbanus,,,,Subespécie de validade questionável.,The validity of this subspecies is uncertain.
1741,CBRO#1707,Espécie,"Picumnus fuscus Pelzeln, 1870",Picumnus fuscus,Pelzeln,1870,,Piciformes,,,,,Picidae,Picumninae,Picumnus,fuscus,,picapauzinho-fusco,Rusty-necked Piculet,BR,,
1742,CBRO#1708,Espécie,"Picumnus rufiventris Bonaparte, 1838",Picumnus rufiventris,Bonaparte,1838,2,Piciformes,,,,,Picidae,Picumninae,Picumnus,rufiventris,,picapauzinho-vermelho,Rufous-breasted Piculet,BR,,
1743,CBRO#1709,Subespécie,"Picumnus rufiventris rufiventris (Bonaparte, 1838)",Picumnus rufiventris rufiventris,Bonaparte,1838,,Piciformes,,,,,Picidae,Picumninae,Picumnus,rufiventris,rufiventris,,,,,
1744,CBRO#1710,Subespécie,"Picumnus rufiventris grandis Carriker, 1930",Picumnus rufiventris grandis,Carriker,1930,,Piciformes,,,,,Picidae,Picumninae,Picumnus,rufiventris,grandis,,,,,
1745,CBRO#1713,Espécie,"Picumnus nebulosus Sundevall, 1866",Picumnus nebulosus,Sundevall,1866,,Piciformes,,,,,Picidae,Picumninae,Picumnus,nebulosus,,picapauzinho-carijó,Mottled Piculet,BR,,
1746,CBRO#1714,Espécie,"Picumnus castelnau Malherbe, 1862",Picumnus castelnau,Malherbe,1862,,Piciformes,,,,,Picidae,Picumninae,Picumnus,castelnau,,picapauzinho-creme,Plain-breasted Piculet,BR,,
1747,CBRO#1715,Espécie,"Picumnus subtilis Stager, 1968",Picumnus subtilis,Stager,1968,,Piciformes,,,,,Picidae,Picumninae,Picumnus,subtilis,,picapauzinho-de-barras-finas,Fine-barred Piculet,BR#,,
1748,CBRO#4954,Subfamília,"Picinae Leach, 1820",Picinae,Leach,1820,38,Piciformes,,,,,Picidae,Picinae,,,,,,,,
1749,CBRO#1716,Gênero,"Melanerpes Swainson, 1832",Melanerpes,Swainson,1832,4,Piciformes,,,,,Picidae,Picinae,Melanerpes,,,,,,,
1750,CBRO#1717,Espécie,"Melanerpes candidus (Otto, 1796)",Melanerpes candidus,Otto,1796,,Piciformes,,,,,Picidae,Picinae,Melanerpes,candidus,,pica-pau-branco,White Woodpecker,BR,,
1751,CBRO#1718,Espécie,"Melanerpes cruentatus (Boddaert, 1783)",Melanerpes cruentatus,Boddaert,1783,,Piciformes,,,,,Picidae,Picinae,Melanerpes,cruentatus,,benedito-de-testa-vermelha,Yellow-tufted Woodpecker,BR,,
1752,CBRO#1719,Espécie,"Melanerpes flavifrons (Vieillot, 1818)",Melanerpes flavifrons,Vieillot,1818,,Piciformes,,,,,Picidae,Picinae,Melanerpes,flavifrons,,benedito-de-testa-amarela,Yellow-fronted Woodpecker,BR,,
1753,CBRO#1720,Espécie,"Melanerpes cactorum (d'Orbigny, 1839)",Melanerpes cactorum,d'Orbigny,1839,,Piciformes,,,,,Picidae,Picinae,Melanerpes,cactorum,,pica-pau-de-testa-branca,White-fronted Woodpecker,BR,,
1754,CBRO#1721,Gênero,"Veniliornis Bonaparte, 1854",Veniliornis,Bonaparte,1854,7,Piciformes,,,,,Picidae,Picinae,Veniliornis,,,,,,,
1755,CBRO#1722,Espécie,"Veniliornis kirkii (Malherbe, 1845)",Veniliornis kirkii,Malherbe,1845,1,Piciformes,,,,,Picidae,Picinae,Veniliornis,kirkii,,pica-pau-de-sobre-vermelho,Red-rumped Woodpecker,BR#,,
1756,CBRO#1723,Subespécie,"Veniliornis kirkii monticola Hellmayr, 1918",Veniliornis kirkii monticola,Hellmayr,1918,,Piciformes,,,,,Picidae,Picinae,Veniliornis,kirkii,monticola,,,,,
1757,CBRO#1724,Espécie,"Veniliornis cassini (Malherbe, 1862)",Veniliornis cassini,Malherbe,1862,,Piciformes,,,,,Picidae,Picinae,Veniliornis,cassini,,pica-pau-de-colar-dourado,Golden-collared Woodpecker,BR,"Possivelmente coespecífico com V. affinis (Winkler & Christie 2002), mas o único estudo filogenético disponível não sustenta este tratamento (Moore et al. 2006).","Possibly conspecific with V. affinis (Winkler and Christie 2002), but the only phylogenetic study available so far does not support this treatment (Moore et al. 2006)."
1758,CBRO#1725,Espécie,"Veniliornis affinis (Swainson, 1821)",Veniliornis affinis,Swainson,1821,4,Piciformes,,,,,Picidae,Picinae,Veniliornis,affinis,,pica-pau-avermelhado,Red-stained Woodpecker,BR,"Possivelmente coespecífico com V. cassini (Winkler & Christie 2002), mas o único estudo filogenético disponível não sustenta este tratamento (Moore et al. 2006).","Possibly conspecific with V. cassini (Winkler and Christie 2002), but the only phylogenetic study available so far does not support this treatment (Moore et al. 2006)."
1759,CBRO#1726,Subespécie,"Veniliornis affinis orenocensis Berlepsch & Hartert, 1902",Veniliornis affinis orenocensis,Berlepsch & Hartert,1902,,Piciformes,,,,,Picidae,Picinae,Veniliornis,affinis,orenocensis,,,,,
1760,CBRO#1727,Subespécie,"Veniliornis affinis hilaris (Cabanis & Heine, 1863)",Veniliornis affinis hilaris,Cabanis & Heine,1863,,Piciformes,,,,,Picidae,Picinae,Veniliornis,affinis,hilaris,,,,,
1761,CBRO#1728,Subespécie,"Veniliornis affinis ruficeps (Spix, 1824)",Veniliornis affinis ruficeps,Spix,1824,,Piciformes,,,,,Picidae,Picinae,Veniliornis,affinis,ruficeps,,,,Foi tratada como espécie separada por Cory (1919).,Treated as a separate species by Cory (1919).
1762,CBRO#1729,Subespécie,"Veniliornis affinis affinis (Swainson, 1821)",Veniliornis affinis affinis,Swainson,1821,,Piciformes,,,,,Picidae,Picinae,Veniliornis,affinis,affinis,,,,,
1763,CBRO#1730,Espécie,"Veniliornis maculifrons (Spix, 1824)",Veniliornis maculifrons,Spix,1824,,Piciformes,,,,,Picidae,Picinae,Veniliornis,maculifrons,,pica-pau-de-testa-pintada,Yellow-eared Woodpecker,"BR, En",,
1764,CBRO#1731,Espécie,"Veniliornis passerinus (Linnaeus, 1766)",Veniliornis passerinus,Linnaeus,1766,7,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,,pica-pau-pequeno,Little Woodpecker,BR,,
1765,CBRO#1732,Subespécie,"Veniliornis passerinus diversus Zimmer, 1942",Veniliornis passerinus diversus,Zimmer,1942,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,diversus,,,,,
1766,CBRO#1733,Subespécie,"Veniliornis passerinus agilis (Cabanis & Heine, 1863)",Veniliornis passerinus agilis,Cabanis & Heine,1863,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,agilis,,,,,
1767,CBRO#1734,Subespécie,"Veniliornis passerinus insignis Zimmer, 1942",Veniliornis passerinus insignis,Zimmer,1942,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,insignis,,,,,
1768,CBRO#1735,Subespécie,"Veniliornis passerinus tapajozensis Gyldenstolpe, 1941",Veniliornis passerinus tapajozensis,Gyldenstolpe,1941,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,tapajozensis,,,,,
1769,CBRO#1736,Subespécie,"Veniliornis passerinus passerinus (Linnaeus, 1766)",Veniliornis passerinus passerinus,Linnaeus,1766,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,passerinus,,,,,
1770,CBRO#1737,Subespécie,"Veniliornis passerinus taenionotus (Reichenbach, 1854)",Veniliornis passerinus taenionotus,Reichenbach,1854,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,taenionotus,,,,,
1771,CBRO#1738,Subespécie,"Veniliornis passerinus olivinus (Natterer & Malherbe, 1845)",Veniliornis passerinus olivinus,Natterer & Malherbe,1845,,Piciformes,,,,,Picidae,Picinae,Veniliornis,passerinus,olivinus,,,,,
1772,CBRO#1739,Espécie,"Veniliornis spilogaster (Wagler, 1827)",Veniliornis spilogaster,Wagler,1827,,Piciformes,,,,,Picidae,Picinae,Veniliornis,spilogaster,,pica-pau-verde-carijó,White-spotted Woodpecker,BR,,
1773,CBRO#1740,Espécie,"Veniliornis mixtus (Boddaert, 1783)",Veniliornis mixtus,Boddaert,1783,2,Piciformes,,,,,Picidae,Picinae,Veniliornis,mixtus,,pica-pau-chorão,Checkered Woodpecker,BR,"Anteriormente alocado no gênero Picoides, mas Moore et al. (2006) demonstraram com alto suporte estatístico que pertence na verdade a Veniliornis.","Formerly placed in genus Picoides, but shown with high statistical support by Moore et al. (2006) to actually belong in Veniliornis."
1774,CBRO#1741,Subespécie,"Veniliornis mixtus cancellatus (Wagler, 1829)",Veniliornis mixtus cancellatus,Wagler,1829,,Piciformes,,,,,Picidae,Picinae,Veniliornis,mixtus,cancellatus,,,,,
1775,CBRO#1742,Subespécie,"Veniliornis mixtus mixtus (Boddaert, 1783)",Veniliornis mixtus mixtus,Boddaert,1783,,Piciformes,,,,,Picidae,Picinae,Veniliornis,mixtus,mixtus,,,,,
1776,CBRO#1805,Gênero,"Campephilus Gray, 1840",Campephilus,Gray,1840,4,Piciformes,,,,,Picidae,Picinae,Campephilus,,,,,,Todas as espécies brasileiras de Campephilus são às vezes tratadas no gênero Phloeoceastes (Winkler & Christie 2002).,All Brazilian species of Campephilus sometimes treated in genus Phloeoceastes (Winkler and Christie 2002).
1777,CBRO#1806,Espécie,"Campephilus rubricollis (Boddaert, 1783)",Campephilus rubricollis,Boddaert,1783,3,Piciformes,,,,,Picidae,Picinae,Campephilus,rubricollis,,pica-pau-de-barriga-vermelha,Red-necked Woodpecker,BR,,
1778,CBRO#1807,Subespécie,"Campephilus rubricollis rubricollis (Boddaert, 1783)",Campephilus rubricollis rubricollis,Boddaert,1783,,Piciformes,,,,,Picidae,Picinae,Campephilus,rubricollis,rubricollis,,,,,
1779,CBRO#1808,Subespécie,"Campephilus rubricollis trachelopyrus (Malherbe, 1857)",Campephilus rubricollis trachelopyrus,Malherbe,1857,,Piciformes,,,,,Picidae,Picinae,Campephilus,rubricollis,trachelopyrus,,,,,
1780,CBRO#1809,Subespécie,"Campephilus rubricollis olallae (Gyldenstolpe, 1945)",Campephilus rubricollis olallae,Gyldenstolpe,1945,,Piciformes,,,,,Picidae,Picinae,Campephilus,rubricollis,olallae,,,,,
1781,CBRO#1810,Espécie,"Campephilus robustus (Lichtenstein, 1818)",Campephilus robustus,Lichtenstein,1818,,Piciformes,,,,,Picidae,Picinae,Campephilus,robustus,,pica-pau-rei,Robust Woodpecker,BR,,
1782,CBRO#1811,Espécie,"Campephilus melanoleucos (Gmelin, 1788)",Campephilus melanoleucos,Gmelin,1788,2,Piciformes,,,,,Picidae,Picinae,Campephilus,melanoleucos,,pica-pau-de-topete-vermelho,Crimson-crested Woodpecker,BR,,
