cbro_code,nvt,name_ptbr,name_english,status,list_type,category,order,suborder,infraorder,parvorder,superfamily,family,subfamily,genera,species,popular_2015,technical_2015,english_cbro_2015,species_code,name_sci,range,name_spanish,name_german,name_italian,name_french,name_czech,name_danish,name_dutch,name_estonian,name_finnish,name_hungarian,name_chinese,name_japanese,name_norwegian,name_polish,name_russian,name_slovak,name_swedish
CBRO#2826,Xiphocolaptes albicollis,arapaçu-de-garganta-branca,White-throated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,albicollis,arapaçu-de-garganta-branca,Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,Xiphocolaptes albicollis,,Trepatroncos Gorgiblanco,Weißkehl-Baumsteiger,Rampicatore golabianca,Grimpar à gorge blanche,klouzálek bělohrdlý,Hvidstrubet Trækryber,Witkeelmuisspecht,,valkokurkkukipuaja,,白喉鴷雀,ノドジロオニキバシリ,Hvitstrupetreløper,łaziec białogardły,Белогорлый меченосый древолаз,klzáčik bielohrdlý,Vitstrupig trädklättrare
CBRO#2830,Xiphocolaptes major,arapaçu-do-campo,Great Rufous Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphocolaptes,major,arapaçu-do-campo,Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,Xiphocolaptes major,,Trepatroncos Colorado,Fuchsroter Baumsteiger,Rampicatore maggiore,Grand Grimpar,klouzálek rezavý,Stor Trækryber,Grote Muisspecht,,isokipuaja,nagy fahágó,大棕鴷雀,オオハシブトオニキバシリ,Stortreløper,łaziec rudy,Большой меченосый древолаз,klzáčik veľký,Större trädklättrare
CBRO#2738,Xiphorhynchus obsoletus,arapaçu-riscado,Striped Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,obsoletus,arapaçu-riscado,Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,Xiphorhynchus obsoletus,,Trepatroncos Loco,Streifenbaumsteiger,Rampicatore striato,Grimpar strié,klouzálek kapkohřbetý,Stribet Trækryber,Gestreepte Muisspecht,,viirukipuaja,,纵纹鴷雀,コケンハシオニキバシリ,Stripetreløper,mieczonos kropkowany,Полосатый мечеклювый древолаз,klzáčik škvrnitý,Strimmig trädklättrare
CBRO#2720,Xiphorhynchus fuscus,arapaçu-rajado,Lesser Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,fuscus,arapaçu-rajado,Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,Xiphorhynchus fuscus,,Trepatroncos Enano,Blasskehl-Baumsteiger,Rampicatore minore,Grimpar brun,klouzálek menší,Lille Trækryber,Kleine Muisspecht,,valkokaulakipuaja,,小鴷雀,ヒメウロコオニキバシリ,Småtreløper,mieczonos mały,Малый чешуйчатый древолаз,klzáčik drevárik,Mindre trädklättrare
CBRO#2719,Xiphorhynchus atlanticus,arapaçu-rajado-do-nordeste,Ceara Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,atlanticus,arapaçu-rajado-do-nordeste,Xiphorhynchus atlanticus,Northern Lesser Woodcreeper,leswoo4,Xiphorhynchus atlanticus,NE Brazil (Ceará and Paraíba to Alagoas),,,,,,,,,,,,,,,,,
CBRO#2724,Xiphorhynchus pardalotus,arapaçu-assobiador,Chestnut-rumped Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,pardalotus,arapaçu-assobiador,Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,Xiphorhynchus pardalotus,,Trepatroncos Silbador,Beigekehl-Baumsteiger,Rampicatore groppacastana,Grimpar flambé,klouzálek guyanský,Rødgumpet Trækryber,Roodkeelmuisspecht,,kastanjaperäkipuaja,,栗腰鴷雀,キボシオニキバシリ,Guyanatreløper,mieczonos lamparci,Рыжегорлый мечеклювый древолаз,klzáčik fakliar,Guyanaträdklättrare
CBRO#2727,Xiphorhynchus chunchotambo,arapaçu-de-tschudi,Tschudi's Woodcreeper,BR#,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,chunchotambo,arapaçu-de-tschudi,Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,ocewoo2,Xiphorhynchus ocellatus [chunchotambo Group],,Trepatroncos de Tschudi,Bartstreif-Baumsteiger,Rampicatore di Tschudi,Grimpar de Tschudi,,Chunchotambotrækryber,Tschudi's Muisspecht,,,,舒氏鴷雀,,Mørkdråpetreløper,mieczonos oczkowany,,klzáčik podhorský,Chunchotamboträdklättrare
CBRO#2729,Xiphorhynchus beauperthuysii,arapaçu-ocelado-do-norte,Northern Ocellated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,beauperthuysii,arapaçu-ocelado-do-norte,Xiphorhynchus beauperthuysii,Northern Ocellated Woodcreeper,ocewoo9,Xiphorhynchus ocellatus beauperthuysii,NW Amazonia (E Colombia to ne Peru; s Venezuela; nw Brazil),,,,,,,,,,,,,,,,,
CBRO#2730,Xiphorhynchus ocellatus,arapaçu-ocelado,Ocellated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,ocellatus,arapaçu-ocelado,Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,Xiphorhynchus ocellatus,,Trepatroncos Ocelado,Augenflecken-Baumsteiger,Rampicatore ocellato,Grimpar ocellé,klouzálek plavoskvrnný,Forbjergstrækryber,Amazonemuisspecht,,viiruhuppukipuaja,,眼斑鴷雀,ワモンオニキバシリ,Dråpetreløper,mieczonos skromny,Глазчатый мечеклювый древолаз,klzáčik krôpkavý,Droppträdklättrare
CBRO#2733,Xiphorhynchus elegans,arapaçu-elegante,Elegant Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,elegans,arapaçu-elegante,Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,Xiphorhynchus elegans,,Trepatroncos Elegante,Schmuckbaumsteiger,Rampicatore elegante,Grimpar élégant,klouzálek zdobený,Elegant Trækryber,Druppelmuisspecht,,loistokipuaja,,华丽鴷雀,クロボシオニキバシリ,Selvastreløper,mieczonos nadobny,Красивый мечеклювый древолаз,klzáčik pôvabný,Selvasträdklättrare
CBRO#2737,Xiphorhynchus spixii,arapaçu-de-spix,Spix's Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,spixii,arapaçu-de-spix,Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,Xiphorhynchus spixii,SE Amazonian Brazil south of the Amazon,Trepatroncos de Spix,Spixbaumsteiger,Rampicatore di Spix,Grimpar de Spix,klouzálek Spixův,Marajótrækryber,Spix' Muisspecht,,helmirintakipuaja,,斯氏鴷雀,チャイロオニキバシリ,Plettreløper,mieczonos smugowany,Амазонский мечеклювый древолаз,klzáčik perlavochrbtý,Marajóträdklättrare
CBRO#2742,Xiphorhynchus guttatus,arapaçu-de-garganta-amarela,Buff-throated Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,guttatus,arapaçu-de-garganta-amarela,Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo2,Xiphorhynchus guttatus [guttatus Group],,Trepatroncos Pegón,Fahlkehl-Baumsteiger,Rampicatore golacamoscio,Grimpar des cabosses,klouzálek plavohrdlý,Gulstrubet Trækryber,Geelkeelmuisspecht,,säämiskäkurkkukipuaja,cseppfoltos fahágó,黄喉鴷雀,キノドオニキバシリ,Kremstrupetreløper,mieczonos płowy,Желтогорлый мечеклювый древолаз,klzáčik plavohrdlý,Gulstrupig trädklättrare
CBRO#2746,Xiphorhynchus guttatoides,arapaçu-de-lafresnaye,Lafresnaye's Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Xiphorhynchus,guttatoides,arapaçu-de-lafresnaye,Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,butwoo1,Xiphorhynchus guttatus,,,,,,,,,,,,,,,,,,
CBRO#2772,Dendroplex picus,arapaçu-de-bico-branco,Straight-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendroplex,picus,arapaçu-de-bico-branco,Dendroplex picus,Straight-billed Woodcreeper,stbwoo2,Dendroplex picus,,Trepatroncos Piquirrecto,Spechtschnabel-Baumsteiger,Rampicatore beccodritto,Grimpar talapiot,klouzálek přímozobý,Sværdnæbbet Trækryber,Priemsnavelmuisspecht,,tikkakipuaja,,直嘴鴷雀,ケンハシオニキバシリ,Sylnebbtreløper,mieczonos jasnodzioby,Чешуегрудый мечеклювый древолаз,klzáčik ďatľovitý,Svärdnäbbsträdklättrare
CBRO#2778,Dendroplex kienerii,arapaçu-ferrugem,Zimmer's Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Dendroplex,kienerii,arapaçu-ferrugem,Dendroplex kienerii,Zimmer's Woodcreeper,zimwoo2,Dendroplex kienerii,Extreme se Colombia to ne Ecuador; ne Peru and adj. Brazil,Trepatroncos de Zimmer,Zimmers Baumsteiger,Rampicatore di Zimmer,Grimpar de Zimmer,klouzálek Zimmerův,Várzeatrækryber,Zimmers Muisspecht,,suoranokkakipuaja,,亚马孙鴷雀,チャバネオニキバシリ,Varzeatreløper,mieczonos amazoński,Бразильский мечеклювый древолаз,klzáčik nížinný,Varzeaträdklättrare
CBRO#2755,Campylorhamphus trochilirostris,arapaçu-beija-flor,Red-billed Scythebill,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,trochilirostris,arapaçu-beija-flor,Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,Campylorhamphus trochilirostris,,Picoguadaña Piquirrojo,Rotrücken-Sensenschnabel,Becco a falce beccorosso,Grimpar à bec rouge,srpozobec rudozobý,Rødnæbbet Lenæb,Kolibriemuisspecht,,sirppikipuaja,sarlóscsőrű fahágó,红嘴镰嘴鴷雀,アカユミハシオニキバシリ,Rødbuetreløper,drzewiarz czerwonodzioby,Красноспинный пищухоклювый древолаз,klzáčik červenozobý,Rödnäbbad skärnäbb
CBRO#2753,Campylorhamphus falcularius,arapaçu-de-bico-torto,Black-billed Scythebill,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,falcularius,arapaçu-de-bico-torto,Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,Campylorhamphus falcularius,SE Brazil (cent. Bahia) to e Paraguay and ne Argentina,Picoguadaña Piquinegro,Dunkelkappen-Sensenschnabel,Becco a falce becconero,Grimpar à bec en faux,srpozobec černozobý,Sortnæbbet Lenæb,Zwartsnavelmuisspecht,,etelänsirppikipuaja,feketecsőrű sarlósfahágó,黑嘴镰嘴鴷雀,クロユミハシオニキバシリ,Svartbuetreløper,drzewiarz czarnodzioby,Траурный пищухоклювый древолаз,klzáčik čiernozobý,Svartnäbbad skärnäbb
CBRO#2754,Campylorhamphus multostriatus,arapaçu-de-bico-curvo-do-xingu,Snethlage's Scythebill,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,multostriatus,arapaçu-de-bico-curvo-do-xingu,Campylorhamphus multostriatus,Snethlage's Scythebill,cubscy5,Campylorhamphus multostriatus,eastern Amazonian Brazil between the Xingu and Tocantins rivers,,,,,,,,,,,,,,,,,
CBRO#2764,Campylorhamphus probatus,arapaçu-de-bico-curvo-de-rondônia,Rondonia Scythebill,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,probatus,arapaçu-de-bico-curvo-de-rondônia,Campylorhamphus probatus,Rondonia Scythebill,tapscy2,Campylorhamphus probatus,,,,,,,,,,,,,,,,,,
CBRO#2765,Campylorhamphus cardosoi,arapaçu-do-tapajós,Tapajos Scythebill,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,cardosoi,arapaçu-do-tapajós,Campylorhamphus cardosoi,Tapajós Scythebill,tapscy1,Campylorhamphus probatus cardosoi,eastern Amazonian Brazil; between the Tapajós and Xingu rivers,,,,,,,,,,,,,,,,,
CBRO#2766,Campylorhamphus procurvoides,arapaçu-de-bico-curvo,Curve-billed Scythebill,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,procurvoides,arapaçu-de-bico-curvo,Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,Campylorhamphus procurvoides,,Picoguadaña Amazónico,Dunkler Sensenschnabel,Becco a falce beccocurvo,Grimpar à bec courbe,srpozobec křivozobý,Lenæb,Kromsnavelmuisspecht,,käyräsirppikipuaja,,淡嘴镰嘴鴷雀,ユミハシオニキバシリ,Amazonbuetreløper,drzewiarz krzywodzioby,Тёмный пишухоклювый древолаз,klzáčik krivozobý,Skärnäbb
CBRO#2767,Campylorhamphus sanus,arapaçu-de-bico-curvo-do-napo,Zimmer's Scythebill,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,sanus,arapaçu-de-bico-curvo-do-napo,Campylorhamphus sanus,Zimmer's Scythebill,cubscy2,Campylorhamphus procurvoides sanus,northwestern Amazonia; from Venezuela and Brazil (west of the Branco and Negro rivers) west to Colombia; Ecuador; and Peru north of the Amazon,,,,,,,,,,,,,,,,,
CBRO#2768,Campylorhamphus gyldenstolpei,arapaçu-do-tupana,Tupana Scythebill,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Campylorhamphus,gyldenstolpei,arapaçu-do-tupana,Campylorhamphus gyldenstolpei,Tupana Scythebill,tupscy1,Campylorhamphus procurvoides gyldenstolpei,southwest Amazonian Brazil; west of the Madeira River; possibly also in eastern Peru (south of the Amazon),,,,,,,,,,,,,,,,,
CBRO#2770,Drymornis bridgesii,arapaçu-platino,Scimitar-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Drymornis,bridgesii,arapaçu-platino,Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,Drymornis bridgesii,S Bolivia to c Argentina; Uruguay; w Paraguay and sw Brazil,Trepatroncos Chinchero,Degenschnabel-Baumsteiger,Rampicatore scimitarra,Grimpar porte-sabre,klouzálek šavlozobý,Seglnæbbet Trækryber,Sabelmuisspecht,,viikatekipuaja,földi fahágó,弯嘴鴷雀,ハシナガオニキバシリ,Sabeltreløper,drzewiarz wąsaty,Саблеклювый древолаз,mečozobec zemný,Sabelnäbbsträdklättrare
CBRO#2780,Lepidocolaptes souleyetii,arapaçu-listrado,Streak-headed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,souleyetii,arapaçu-listrado,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,Lepidocolaptes souleyetii,,Trepatroncos Cabecirrayado,Lanzettstrichel-Baumsteiger,Rampicatore testastriata,Grimpar de Souleyet,klouzálek čárkotemenný,Streghovedet Trækryber,Streepkopmuisspecht,,viirupääkipuaja,csíkosfejű fahágó,纹头鴷雀,シマガシラオニキバシリ,Stripehodetreløper,drzewiarz kreskowany,Пестроголовый чешуйчатый древолаз,klzáčik fŕkaný,Streckhuvad trädklättrare
CBRO#2782,Lepidocolaptes angustirostris,arapaçu-de-cerrado,Narrow-billed Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,angustirostris,arapaçu-de-cerrado,Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,Lepidocolaptes angustirostris,,Trepatroncos Chico,Südlicher Weißbauch-Baumsteiger,Rampicatore beccosottile,Grimpar à bec étroit,klouzálek úzkozobý,Tyndnæbbet Trækryber,Wenkbrauwmuisspecht,,valkokulmakipuaja,,窄嘴鴷雀,マミジロオニキバシリ,Hvitbryntreløper,drzewiarz białobrewy,Узкоклювый чешуйчатый древолаз,klzáčik úzkozobý,Smalnäbbad trädklättrare
CBRO#2783,Lepidocolaptes wagleri,arapaçu-de-wagler,Wagler’s Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,wagleri,arapaçu-de-wagler,Lepidocolaptes wagleri,Wagler’s Woodcreeper,scawoo4,Lepidocolaptes squamatus wagleri,NE Brazil (s Piauí; w Bahia and n Minas Gerais),,,,,,,,,,,,,,,,,
CBRO#2784,Lepidocolaptes squamatus,arapaçu-escamoso,Scaled Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,squamatus,arapaçu-escamoso,Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,Lepidocolaptes squamatus,,Trepatroncos Escamado,Fleckenbauch-Baumsteiger,Rampicatore squamato,Grimpar écaillé,klouzálek šupinkobřichý,Skællet Trækryber,Geschubde Muisspecht,,viiruvatsakipuaja,,鳞斑鴷雀,ウロコオニキバシリ,Skjelltreløper,drzewiarz łuskogłowy,Белогрудый чешуйчатый древолаз,klzáčik šupinatý,Fjällig trädklättrare
CBRO#2785,Lepidocolaptes falcinellus,arapaçu-escamoso-do-sul,Scalloped Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,falcinellus,arapaçu-escamoso-do-sul,Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,Lepidocolaptes falcinellus,SE Brazil to ne Argentina; ne Uruguay and se Paraguay,Trepatroncos Festoneado,Dunkelkappen-Baumsteiger,Rampicatore sagittato,Grimpar festonné,,Østkysttrækryber,Donkerkruinmuisspecht,,kirjokipuaja,,扇形鴷雀,,Paranátreløper,drzewiarz atlantycki,,klzáčik škridličkový,Paranáträdklättrare
CBRO#2787,Lepidocolaptes duidae,arapaçu-do-duida,Duida Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,duidae,arapaçu-do-duida,Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,Lepidocolaptes duidae,northwestern Amazonia; from Venezuela and Brazil (west of the Branco and Negro rivers) west to Colombia; Ecuador; and Peru north of the Amazon,,,,,,,,,,,,,,,,,
CBRO#2786,Lepidocolaptes albolineatus,arapaçu-de-listras-brancas,Guianan Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,albolineatus,arapaçu-de-listras-brancas,Lepidocolaptes albolineatus,Guianan Woodcreeper,linwoo3,Lepidocolaptes albolineatus,eastern Venezuela (Monaguas; Bolívar) to the Guianas and northern Brazil (east of the Branco and Negro rivers),Trepatroncos Listado,Kastanienscheitel-Baumsteiger,Rampicatore lineato,Grimpar lancéolé,klouzálek čárkoprsý,Streget Trækryber,Witstreepmuisspecht,,pisarakipuaja,,线纹鴷雀,シロスジオニキバシリ,Linjetreløper,drzewiarz amazoński,Белополосый чешуйчатый древолаз,klzáčik čiarkavobruchý,Streckig trädklättrare
CBRO#2788,Lepidocolaptes fatimalimae,arapaçu-do-inambari,Inambari Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,fatimalimae,arapaçu-do-inambari,Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,Lepidocolaptes fatimalimae,western Amazonia; south of the Amazon: eastern Peru south to Bolivia and east to Brazil west of the Madeira River,,,,,,,,,,,,,,,,,
CBRO#2789,Lepidocolaptes fuscicapillus,arapaçu-de-rondônia,Rondonia Woodcreeper,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,fuscicapillus,arapaçu-de-rondônia,Lepidocolaptes fuscicapillus,Rondonia Woodcreeper,ducwoo1,Lepidocolaptes fuscicapillus,,,,,,,,,,,,,,,,,,
CBRO#2790,Lepidocolaptes layardi,arapaçu-de-listras-brancas-do-leste,Layard's Woodcreeper,BR; En,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Dendrocolaptidae,Dendrocolaptinae,Lepidocolaptes,layardi,arapaçu-de-listras-brancas-do-leste,Lepidocolaptes layardi,Layard's Woodcreeper,linwoo6,Lepidocolaptes fuscicapillus layardi,eastern Amazonian Brazil; east of the Tapajós River,,,,,,,,,,,,,,,,,
CBRO#2843,Xenops tenuirostris,bico-virado-fino,Slender-billed Xenops,BR,1 Primária,09 Espécie,Passeriformes,Tyranni,Furnariides,Furnariida,Furnarioidea,Xenopidae,,Xenops,tenuirostris,bico-virado-fino,Xenops tenuirostris,Slender-billed Xenops,slbxen1,Xenops tenuirostris,,Picolezna Picofino,Streifenschwanz-Baumspäher,Xenope beccosottile,Sittine des rameaux,hrnčiříček pruhoocasý,Tyndnæbbet Xenops,Streepstaartxenops,,kaitapystynokka,,细嘴翘嘴雀,ハシボソホオジロカマドドリ,Smalnebbmeiskryper,pełzacznik cienkodzioby,Тонкоклювый ксенопс,íverkár tenkozobý,Smalnäbbad xenops
